1,3
1,9
2,4
2,8
3,4
3,11
4,5
4,6
4,8
5,10
6,7
6,27
7,101
8,11
8,12
9,11
10,11
11,13
11,15
11,117
12,14
13,14
14,16
14,18
14,31
15,16
16,17
16,27
16,29
16,114
17,18
18,19
18,32
19,20
20,21
21,22
22,24
22,63
22,99
23,24
23,27
24,25
25,26
25,99
25,115
26,28
27,33
28,29
29,99
30,34
30,102
31,34
32,34
32,38
32,102
33,34
33,59
34,35
34,36
35,36
36,37
36,43
37,43
38,39
39,40
40,41
40,45
41,42
41,44
42,45
42,62
43,45
44,45
45,46
45,49
45,52
45,60
45,62
46,47
46,104
47,48
48,49
49,50
49,51
49,53
50,51
50,53
51,53
51,103
51,104
52,103
53,54
53,55
53,56
54,55
54,58
55,57
55,58
56,57
57,59
58,60
58,105
59,60
59,61
60,105
61,62
61,72
61,116
62,64
62,68
62,69
63,64
63,106
64,65
64,66
64,68
65,106
65,107
66,68
67,69
67,118
68,69
68,118
69,70
69,73
69,85
70,71
71,85
72,85
73,74
73,87
74,75
74,76
75,76
76,77
76,78
76,79
77,108
78,79
79,80
79,82
80,81
81,82
82,83
82,84
82,90
82,110
83,84
84,86
84,87
84,90
85,87
85,88
85,89
85,109
86,87
87,109
88,90
89,90
90,91
90,92
90,93
90,95
91,110
92,93
92,94
92,98
93,94
94,95
94,96
94,111
95,111
96,97
97,98
98,112
98,113
99,100
99,114
100,115
